userId,movieLensId,tmdbId,rating,timestamp
81814,62669,101929,4.0,1447929532
66270,32298,11638,4.0,1495079947
223182,93467,48373,4.0,1423538715
4345,153760,341007,1.5,1478731813
177288,8421,57544,3.0,1096064819
257002,4539,38909,3.0,1007574537
9827,32031,9928,2.5,1118701945
143311,89967,45590,2.0,1487723438
80850,51817,50185,2.0,1275078744
78317,127208,294132,2.5,1486392122
2639,82322,43614,3.0,1310263936
184836,54493,40060,2.0,1499346314
102593,36529,1830,4.0,1224455506
59971,25777,13911,4.0,1135928560
188246,74458,11324,3.5,1400359660
140477,158950,81416,3.0,1463314095
80989,81949,41556,1.5,1431737486
200310,93420,68450,5.0,1430979082
147103,32719,42617,4.0,1462647368
70648,32122,167087,3.5,1163537802
62457,27067,14439,3.0,1279587002
211228,88345,13931,4.0,1420859479
230278,107928,8434,4.5,1495297127
210792,131439,237756,2.0,1467172682
253240,30,37557,3.5,1351148567
45811,156958,117483,3.5,1461799677
78447,61398,15206,1.5,1448032215
24523,87882,25867,3.0,1494416454
109560,3968,1636,2.0,985756199
88841,65796,15227,3.5,1440801165
59551,4400,43342,2.0,1010200728
95195,1949,874,3.0,947799517
24089,119567,62836,3.5,1461085422
243331,8208,56135,3.5,1168303274
264742,36529,1830,5.0,1484235305
189465,131920,228108,4.0,1462738016
196196,54049,31652,3.0,1496245524
248393,5917,76397,1.0,1187458697
30494,83588,4798,3.5,1501468073
71988,8362,4599,4.0,1205550030
232741,110337,215743,2.5,1451645304
205364,4748,16314,1.0,1051024687
209619,2137,15171,4.0,1238103702
228291,164983,340103,2.5,1484875069
227753,141139,209764,3.5,1463268484
236396,8238,27459,3.0,1104623331
73229,64508,11127,2.0,1467009970
216858,3390,58048,2.0,953075780
111274,95461,67619,2.5,1474405731
87045,115828,251232,3.0,1462673816
825,151078,43462,4.0,1488217330
162603,20,11517,3.0,1003865411
144709,3771,17897,4.5,1295846107
71089,106204,123377,2.5,1490594529
20932,579,68806,5.0,865100314
109815,432,11310,4.0,867846489
108688,86756,46804,2.5,1500276839
156231,77709,15877,3.5,1476276281
102892,103315,179826,2.5,1443126911
48493,5476,11442,4.0,1038639141
45484,5931,26639,3.0,1041809762
136092,45531,12261,4.0,1459284837
26526,7703,42231,1.0,1335532183
32935,61289,13637,1.5,1260756482
138933,61215,13436,2.5,1309106235
16040,5454,12251,1.0,1067392937
186311,32719,42617,4.5,1462217809
191860,77709,15877,2.5,1461954719
74527,1006,6346,3.0,967477735
57453,33799,5845,4.0,1501075781
176109,4738,22230,4.5,1139839468
149013,36529,1830,3.5,1146315564
251952,73494,52429,2.5,1285414809
169133,7240,42040,3.5,1213087937
50783,8378,26142,3.5,1423909434
167817,4017,12509,4.0,1056651375
101273,6527,33454,3.5,1076719288
219677,135741,29014,4.5,1435166086
162301,115174,244268,3.5,1430261662
143692,4930,34388,4.0,1017584922
13791,116660,167581,4.0,1448840169
224689,7334,1723,4.5,1225267713
228291,115174,244268,3.5,1420839942
4387,115871,180305,2.0,1445030848
91915,4539,38909,3.0,995826491
45115,4169,17203,3.0,1049703500
146229,8222,35280,3.0,1360363846
184849,432,11310,4.0,838286243
26659,9000,77448,4.5,1104772521
170092,74458,11324,1.0,1290463335
146355,8040,32450,4.0,1086592263
51159,31869,29993,2.0,1486721659
82282,56607,7979,3.5,1427421874
262590,2133,14367,3.0,945747719
184347,4592,55699,2.5,1093942334
146800,1006,6346,3.0,1230961690
248884,57027,31068,4.5,1468223619
88257,6244,45129,4.5,1397329969
105060,79185,37834,4.0,1496513690
59554,5035,98491,3.0,1009609874
214775,8901,47825,2.5,1105584123
193800,101761,93828,4.5,1500367363
268464,9000,77448,3.0,1110730916
6583,1912,1389,4.0,1094696570
270579,4592,55699,2.0,1057941116
155858,8362,4599,3.0,1433082083
116388,5940,28940,4.0,1038451897
141623,6988,899,4.0,1264910709
142299,92719,79940,2.0,1370247125
51491,99117,89492,2.0,1461580994
159516,161070,263416,1.0,1487989136
263594,5530,9296,2.5,1082752043
108352,3958,78140,1.0,1017933254
136507,562,11446,3.0,1280034635
119597,79185,37834,3.5,1378382986
5829,149186,351819,1.0,1460286147
65727,93363,49529,4.5,1470686293
35175,2133,14367,2.0,946090116
147611,66339,98193,4.5,1501465823
154192,113240,265169,5.0,1422558598
117092,27480,13899,3.5,1281236351
181589,579,68806,3.0,1171500850
45811,129847,161267,3.5,1455399774
246840,4765,18734,5.0,1050200150
45811,104028,22924,3.0,1480669192
37887,8901,47825,3.5,1129290401
208731,109927,144724,3.0,1450296740
21766,8378,26142,3.0,1108174768
101223,8238,27459,3.0,1266995469
82619,156958,117483,3.5,1460491343
12456,577,21352,3.0,1071384701
151312,4017,12509,4.0,1447653184
180339,6373,310,3.5,1493656790
212798,738,47119,4.0,835981753
61260,7240,42040,4.0,1493049232
196384,34579,18165,3.0,1243433819
239952,4738,22230,2.5,1312361563
168572,148909,195752,4.0,1453635744
12492,1090,792,4.0,1209802030
174027,5931,26639,3.0,1197258425
52046,67223,17003,2.5,1392418735
836,49737,11653,2.5,1360487759
257255,25777,13911,3.0,1278350891
55681,713,90148,1.0,832330603
70577,2475,18588,4.5,1111285625
25651,44204,868,3.0,1352245216
38447,4017,12509,5.0,1048542789
77653,114678,254375,3.5,1426471036
48680,4534,13965,4.0,1086450675
168762,86559,3581,3.0,1382321161
168733,109277,20493,0.5,1445186043
53787,131439,237756,3.0,1456454116
64888,3525,12309,3.0,1014241290
43191,4743,15104,2.0,1035246185
741,7423,34303,3.5,1392752372
132062,138610,299245,1.0,1460686096
110515,115871,180305,4.5,1497365586
188976,74653,20083,1.0,1300011898
4294,115174,244268,3.0,1433987983
162595,33799,5845,4.0,1494520966
270634,128093,47911,3.5,1483942626
110487,167870,416211,3.5,1498499664
17851,26289,31943,4.5,1438750831
81503,4539,38909,1.0,1005432668
53677,79702,22538,4.0,1437543798
209270,20,11517,3.0,1225137783
248449,149186,351819,3.5,1454113689
201077,155078,364433,4.5,1494259583
157756,3371,42232,5.0,958502534
57347,94469,66125,3.5,1410617516
39742,104518,169209,3.0,1437272820
51159,126797,253377,0.5,1486721992
18274,4510,38615,4.0,1041183449
68126,93467,48373,5.0,1384058605
218699,88345,13931,3.0,1483375637
132611,91690,80038,2.5,1432323899
144363,196,9348,3.5,1083427508
5235,142374,340382,3.0,1496030124
213212,3968,1636,3.0,1093778302
212995,8752,17218,4.0,1405592189
231116,2009,12101,2.0,910361605
259328,104518,169209,3.0,1476625061
68664,61373,16182,3.5,1493834949
13266,4930,34388,3.0,1006840730
185817,3771,17897,3.0,966809241
224558,58084,18652,3.5,1360608716
45811,122667,78094,3.5,1453463622
182606,6373,310,2.0,1205378936
172553,7581,24650,3.5,1101854589
225396,114933,188598,5.0,1413133805
89622,108190,157350,2.5,1473623446
270123,99478,99223,2.0,1436135264
125215,79702,22538,4.5,1475722497
59482,95519,39105,0.5,1463966306
102034,52319,22311,4.5,1255516991
251571,579,68806,2.0,1024325777
208829,132646,28969,3.0,1433977522
92483,138610,299245,1.0,1438823957
66338,170201,446048,3.5,1490031267
69300,4842,20681,2.0,1011489397
24266,153076,88860,3.0,1484873910
79599,61948,14098,2.0,1328337098
50783,114678,254375,4.0,1422329639
70075,26167,66043,5.0,1339592696
30494,8752,17218,4.0,1501468041
227578,101864,75612,4.0,1376655815
174486,51596,25530,4.0,1394092981
233761,51255,4638,4.0,1205874749
217047,1912,1389,2.0,916657352
72028,169132,51549,3.5,1487523872
98415,70545,11115,1.5,1265932324
214558,135248,24020,1.0,1452521906
46036,8752,17218,3.0,1240709654
20927,65796,15227,5.0,1478301142
28205,51255,4638,4.0,1476501782
35392,6878,49475,3.5,1439806483
270654,5940,28940,3.0,1038098700
48747,96467,84340,2.0,1446518666
242893,577,21352,2.0,990724898
196116,76063,69872,3.5,1476826212
232606,65796,15227,2.5,1415561697
55790,54049,31652,3.5,1462647812
38786,74458,11324,4.0,1319321760
6672,99117,89492,3.0,1402945740
106556,6940,1836,4.0,1466555315
270123,101761,93828,2.5,1438523999
105017,88879,56832,4.0,1463979427
71057,103221,120292,0.5,1453697527
187005,51255,4638,3.0,1306637324
59908,8487,19414,2.5,1199392319
1651,124145,129415,3.0,1466904487
94515,142374,340382,4.0,1454252814
49933,580,37345,2.0,877091926
188851,52241,8270,4.0,1493847722
259328,4169,17203,3.0,1091190620
210864,8487,19414,4.0,1086546321
257389,52356,1590,4.5,1274035693
45695,3525,12309,4.0,999995754
84765,169262,9551,0.5,1487655821
241206,2296,9429,0.5,1234557281
131582,8238,27459,5.0,1470513714
163855,6869,8439,3.5,1476560239
16040,8362,4599,1.5,1105001976
140315,2340,297,4.0,1357662231
47323,1084,475,3.0,851821136
229023,152065,336808,3.5,1456662376
59862,131920,228108,3.5,1490305526
263891,79185,37834,3.0,1311760302
144196,4169,17203,2.0,1314166001
57174,174959,461088,2.0,1499265223
270123,138610,299245,3.0,1457866300
31549,170201,446048,2.5,1493067525
196541,81495,8316,3.0,1337443252
32984,45845,4962,2.5,1306215351
39742,4748,16314,4.0,1455676765
251174,65840,6733,4.0,1494152272
228291,78946,113012,4.0,1278557242
35284,117180,182349,3.5,1416289100
182690,6988,899,4.5,1072415020
3539,4689,27431,3.5,1323240883
194148,34579,18165,4.0,1443825986
27816,94837,111839,4.5,1355337431
100838,152065,336808,3.0,1471706883
106988,112621,49104,4.0,1405111254
10982,6644,54898,2.5,1137654143
117339,115174,244268,5.0,1431040566
45811,34579,18165,1.0,1460549746
96273,31490,30923,2.0,1459027731
251197,8222,35280,3.0,1196752216
191944,26289,31943,3.0,1163587464
160286,2686,14283,3.0,953522982
106220,7024,5336,4.0,1149784012
148093,135747,53774,2.0,1440881270
81593,132646,28969,0.5,1438827766
160919,86298,46195,3.5,1445707636
52696,163969,63762,5.0,1500637979
246682,96486,263946,3.0,1441311373
41113,4400,43342,3.0,1023114409
164048,155731,47845,0.5,1458789885
260708,83457,46387,3.5,1456395789
62048,83457,46387,4.5,1374224537
2313,80337,55063,5.0,1285824242
121435,115174,244268,4.0,1421712252
45811,127665,31293,3.0,1455488859
241352,151759,333377,3.5,1463875117
176558,108190,157350,3.0,1414783556
185169,116660,167581,5.0,1470367767
182300,1529,1811,2.0,1289678674
47527,86380,31555,3.0,1303662932
215176,174837,143068,3.0,1498914307
29941,8208,56135,0.5,1179690820
159075,25984,24381,3.0,1299018299
27816,98941,147590,3.0,1355793544
129371,3771,17897,1.0,965279651
150921,62474,71206,3.0,1439161640
178095,143868,39285,2.5,1453776064
101005,52241,8270,3.5,1336441791
138085,60201,26302,4.0,1488278083
261389,61132,7446,4.0,1499492340
9040,1959,606,3.0,945228299
46496,6988,899,2.0,1216475625
260926,115828,251232,5.0,1455555331
43529,110337,215743,3.0,1415857249
205918,1949,874,4.5,1107283436
47495,117368,10258,5.0,1454076547
39661,2137,15171,3.5,1486334444
265689,101381,96088,3.5,1495133655
255733,122888,271969,4.0,1456421005
144196,8040,32450,2.0,1245641526
36924,2475,18588,2.5,1186259799
79934,61132,7446,4.0,1219526920
99489,6723,10619,2.5,1065461280
266590,138610,299245,2.5,1474983814
127892,7334,1723,5.0,1164827815
257716,115828,251232,4.0,1493570528
27047,115174,244268,3.0,1419348800
232831,2137,15171,3.0,1000010369
228291,47007,47758,3.5,1453670210
166928,34076,78293,2.5,1295593276
110697,116161,87492,3.5,1460417618
27252,5917,76397,3.0,1038201714
91382,102749,197481,0.5,1498502565
229879,131439,237756,1.5,1449460695
91307,49737,11653,4.0,1269905682
134387,74458,11324,4.0,1446598273
13521,3451,1879,4.5,1099824855
180941,25777,13911,4.5,1237147196
227068,94469,66125,3.5,1344257075
22995,96467,84340,3.0,1431644936
106348,7893,40812,1.5,1174022265
12157,2537,31638,2.0,1116182770
99222,147845,323679,2.0,1456896679
73099,65796,15227,5.0,1251317647
211893,108983,83564,4.5,1446804468
98243,6531,70912,4.0,865861583
56913,165337,402298,3.0,1485704096
175540,1529,1811,4.0,1413870061
93453,71416,19136,3.0,1433584794
50618,79702,22538,3.0,1291846864
88636,1529,1811,4.5,1225662382
176672,70697,19585,2.5,1263784355
70494,36529,1830,3.5,1245645804
218183,3287,15655,4.0,1177308477
168476,32674,70926,3.0,1114825673
108423,4539,38909,0.5,1091215690
144196,7893,40812,2.5,1195273851
269593,128093,47911,4.0,1483068752
125742,66639,15268,3.0,1255718159
154001,122300,24102,3.0,1433351487
136340,118334,17792,3.5,1462644139
83025,4539,38909,1.0,1019818946
36971,70728,18533,4.5,1445762744
92004,70728,18533,4.0,1254677177
31868,8752,17218,3.0,1338731671
107288,27869,11658,4.0,1294867686
63058,67223,17003,4.0,1260346719
152691,8954,126148,3.0,1223180983
41190,61398,15206,2.5,1264403841
172809,105133,71700,3.5,1485111381
45811,110337,215743,3.5,1455271842
930,61132,7446,4.0,1256423830
150196,8378,26142,3.5,1365989444
258253,27480,13899,3.5,1486760689
37168,74685,29427,4.0,1359582907
8659,26042,69977,3.0,1274473889
187871,6699,22200,2.0,1115187330
199055,4471,26044,2.0,994794795
89297,1898,17044,3.0,951394147
211950,95519,39105,3.0,1445281292
245257,170787,417678,3.0,1496793954
129483,5035,98491,4.5,1108593648
18336,33799,5845,3.0,1435750011
218118,109773,191566,3.0,1399772316
117667,60231,64852,5.0,1395339029
10008,52356,1590,3.0,1207205630
187400,7217,16227,3.0,1265471040
136112,115174,244268,3.5,1415901843
96430,713,90148,2.0,837850654
115044,27869,11658,4.5,1137862077
42957,5189,29343,3.5,1319027669
243331,6352,117269,2.0,1052097799
212715,42385,6935,3.5,1445039537
229278,5917,76397,3.5,1057591325
192319,96214,49958,3.5,1451404463
176443,27758,32276,4.5,1348718114
101606,8378,26142,3.0,1493646693
166677,64508,11127,1.5,1278620967
41570,105133,71700,3.5,1433609776
178616,95856,13928,3.5,1438702264
174124,5530,9296,3.5,1142617145
138085,53835,2748,4.0,1488279574
139539,122888,271969,0.5,1457035489
194022,114678,254375,5.0,1444496553
222000,273,3036,3.0,845909019
135309,94837,111839,3.0,1365123621
166564,77709,15877,2.5,1379366523
247793,6531,70912,4.0,1062075051
194759,6869,8439,5.0,1108835569
147611,27549,36222,3.0,1286797736
38680,163448,187744,3.5,1476805391
76138,131920,228108,5.0,1455902994
1757,5917,76397,4.0,1040679280
121206,32031,9928,3.5,1488325434
56651,71416,19136,4.0,1255182139
134240,126941,39064,1.0,1422622232
88074,1084,475,4.0,1487639662
254204,88879,56832,2.0,1367671754
191826,3292,22342,5.0,1336678771
168275,86721,42521,3.5,1441459576
212447,4480,9599,2.0,1090228793
131582,46581,16429,3.0,1463091265
58487,101761,93828,2.0,1370409298
16481,8954,126148,3.0,1223268361
254312,386,29444,1.0,865940452
10460,1084,475,3.5,1447972283
144196,27758,32276,4.5,1286390545
7827,71416,19136,3.0,1369281419
183127,70708,11928,4.5,1259527967
194557,4510,38615,3.0,1039375330
99983,101761,93828,3.0,1389792312
85689,8421,57544,3.0,1102557747
92956,3238,18681,3.0,1004463951
190836,132577,73529,4.0,1478883034
45811,127583,312152,3.5,1455145123
141441,95519,39105,3.0,1470058506
4387,57421,11908,3.5,1445030786
30494,107159,40897,3.5,1501468061
81420,8381,27017,4.0,1449555315
144375,114292,29835,3.0,1415373296
253126,4842,20681,4.0,1127790430
181107,32781,14689,3.5,1143687973
263809,4510,38615,3.5,1461371364
218973,5035,98491,4.0,1011227490
105350,4471,26044,3.0,1335623548
174414,47007,47758,2.5,1322851644
127632,7240,42040,3.0,1093049972
83730,7893,40812,3.0,1143622300
220171,7394,10338,3.5,1429580499
122587,8752,17218,0.5,1342938744
47425,7893,40812,4.0,1225301202
49740,103221,120292,3.5,1371698586
192631,8208,56135,3.5,1171752577
196196,102749,197481,1.0,1462115009
36181,5454,12251,2.5,1226203302
2497,3078,27141,2.0,975431183
122347,48715,77198,2.5,1274728055
268545,30,37557,3.0,853700960
263907,4017,12509,3.5,1176349208
59449,386,29444,3.0,946065995
58789,61132,7446,5.0,1437823751
179042,32781,14689,3.5,1302407798
143019,3238,18681,2.0,963802070
53770,33296,13163,1.5,1262395875
229,5334,10164,3.0,1037831002
61664,93420,68450,5.0,1413242939
227030,1949,874,5.0,944904884
175551,738,47119,3.0,855001975
241715,4842,20681,3.5,1149702654
61374,8362,4599,4.0,1436802342
202407,1380,621,4.0,1107391827
168808,86778,11376,1.0,1445104277
75396,57637,13059,2.5,1441354483
138516,56253,44783,3.5,1430726424
79782,7423,34303,4.5,1487880099
210637,32298,11638,4.0,1141511113
172224,3958,78140,2.0,975249583
173699,163645,324786,4.0,1497409255
120179,40597,68098,4.0,1306608835
111662,53835,2748,3.0,1499018450
242006,81949,41556,2.0,1297493146
57453,144468,18638,3.5,1501075762
8659,71936,37637,3.0,1256775417
242085,143868,39285,4.0,1471623677
34874,96467,84340,2.0,1495310121
42942,3238,18681,4.0,954935304
25444,8208,56135,4.5,1208679239
262769,7334,1723,5.0,1078634510
192474,3390,58048,3.5,1162224740
53582,8752,17218,4.0,1492379668
261526,165647,291413,1.0,1496589393
100338,3347,14280,2.0,1050195607
230417,170661,440777,0.5,1493765990
182539,170635,32536,5.0,1491111753
14739,99117,89492,3.5,1421857594
210215,87882,25867,1.0,1499428471
75793,99222,139455,3.0,1476672836
222647,114048,80853,1.0,1410826882
269533,122888,271969,4.0,1486739098
78340,103651,149085,2.0,1379221133
131431,2383,11895,3.0,1234773532
105094,165337,402298,3.0,1482503002
262206,4017,12509,2.0,997383526
265067,6068,26761,3.5,1287106462
45811,94101,77881,4.5,1455488796
187100,8904,27498,5.0,1097467647
42191,3968,1636,2.0,1368749540
45095,62669,101929,3.5,1425904669
104329,96467,84340,3.0,1462629532
177814,4710,12584,4.0,1107289949
9678,4169,17203,3.0,1004876106
18423,3287,15655,3.0,974677623
160729,73664,10800,4.0,1378536891
196116,81495,8316,2.5,1476826203
151471,32298,11638,3.0,1192587943
229561,32781,14689,3.0,1139198645
164232,6244,45129,3.5,1457599074
14367,2028,857,3.5,1293752571
224612,79684,39414,4.0,1458257212
216447,51255,4638,4.5,1446912387
148901,165115,381040,3.5,1482913791
116028,4473,14911,4.0,1042138003
4294,6352,117269,3.0,1054565845
191263,3390,58048,3.0,995460899
228291,114254,261855,3.5,1453512930
98787,86559,3581,3.0,1466986462
256564,95856,13928,4.0,1348743970
165806,2686,14283,1.0,1027906674
194690,104784,10432,2.5,1378763666
11954,59397,13412,3.5,1470451926
121323,70545,11115,3.5,1277650507
176361,1380,621,4.5,1195244953
259558,77709,15877,4.0,1293118228
45811,62467,56942,2.5,1455399783
54965,31490,30923,1.0,1440470167
216131,92719,79940,3.0,1443901003
270123,163971,339405,3.5,1486011590
236332,1989,41828,1.0,941292964
151252,163645,324786,4.5,1479958354
4160,3771,17897,4.0,961812778
54621,6244,45129,4.0,1118457842
253522,7334,1723,4.5,1085461610
208162,91690,80038,1.0,1453517142
39248,51255,4638,4.5,1206690445
52611,165337,402298,4.0,1499674007
159135,33830,11451,5.0,1226856286
164736,44717,52345,0.5,1452149402
71089,152065,336808,4.0,1476583508
202179,4017,12509,5.0,985924048
165793,74406,46423,3.5,1410637853
163536,8378,26142,4.0,1114745805
101749,4930,34388,3.0,1226887814
95301,93467,48373,3.5,1480418711
5332,94469,66125,3.5,1356631659
98787,145857,321039,2.5,1466871188
242928,3824,10641,2.5,1151066203
48622,147847,257088,1.5,1478643620
8990,143868,39285,4.0,1475338231
